epsilon1,sigma1_MPa
2.6666666666666667e-05,0.39999992632497705
5.333333333333333e-05,0.7999987883124574
7.999999999999999e-05,1.1999937663115847
0.00010666666666666667,1.59998007229339
0.0001333333333333333,1.9999509159867845
0.00015999999999999999,2.3998974816580456
0.00018666666666666663,2.799808910542426
0.00021333333333333333,3.1996722869833913
0.00023999999999999998,3.599472627320671
0.0002666666666666666,3.9991928709996416
0.0002933333333333333,4.398813873595846
0.00031999999999999997,4.7983144015745225
0.00034666666666666667,5.197671128682286
0.00037333333333333326,5.596858633918235
0.00039999999999999996,5.995849401065636
0.00042666666666666667,6.394613819789068
0.0004533333333333333,6.793120188319013
0.00047999999999999996,7.191334717758204
0.0005066666666666667,7.5892215380534225
0.0005333333333333333,7.986742705683253
0.00056,8.383858213117446
0.0005866666666666667,8.780526000107324
0.0006133333333333332,9.176701966869414
0.0006399999999999999,9.57233998922625
0.0006666666666666666,9.967391935769506
0.0006933333333333333,10.361807687111101
0.0007199999999999998,10.755535157287873
0.0007466666666666665,11.148520317385
0.0007733333333333332,11.540707221442387
0.0007999999999999999,11.93203803470695
0.0008266666666666666,12.322453064292121
0.0008533333333333333,12.711890792303794
0.0008799999999999999,13.100287911489684
0.0009066666666666666,13.487579363466388
0.0009333333333333333,13.873698379575524
0.0009599999999999999,14.258576524416966
0.0009866666666666667,14.642143742103828
0.0010133333333333333,15.024328405279835
0.00104,15.405057366935809
0.0010666666666666665,15.784256015057418
0.001093333333333333,16.16184833013187
0.00112,16.537756945536184
0.0011466666666666665,16.911903210824594
0.0011733333333333333,17.28420725792717
0.0011999999999999997,17.65458807026603
0.0012266666666666665,18.0229635547897
0.0012533333333333333,18.38925061691993
0.0012799999999999999,18.753365238398928
0.0013066666666666665,19.115222558018402
0.0013333333333333333,19.47473695520499
0.0013599999999999999,19.83182213642957
0.0013866666666666667,20.18639122440094
0.0014133333333333333,20.538356849996745
0.0014399999999999997,20.88763124687727
0.0014666666666666665,21.234126348719812
0.001493333333333333,21.577753889003667
0.0015199999999999999,21.9184255032679
0.0015466666666666665,22.256052833755863
0.0015733333333333333,22.590547636352536
0.0015999999999999999,22.921821889712437
0.0016266666666666665,23.249787906467876
0.0016533333333333333,23.57435844639878
0.0016799999999999999,23.895446831437436
0.0017066666666666667,24.212967062373167
0.0017333333333333333,24.52683393711376
0.0017599999999999998,24.836963170352558
0.0017866666666666667,25.143271514482045
0.0018133333333333332,25.44567688158698
0.00184,25.744098466342514
0.0018666666666666666,26.038456869635038
0.001893333333333333,26.32867422271651
0.0019199999999999998,26.614674311695683
0.0019466666666666664,26.896382702163116
0.0019733333333333334,27.173726863740107
0.002,27.446636294335896
0.0020266666666666666,27.715042643891213
0.0020533333333333332,27.97887983738134
0.00208,28.238084196846273
0.002106666666666667,28.492594562211718
0.002133333333333333,28.742352410659716
0.00216,28.987301974304977
0.002186666666666666,29.227390355929113
0.002213333333333333,29.462567642523087
0.00224,29.692787016385818
0.0022666666666666664,29.91800486352582
0.002293333333333333,30.138180879111804
0.00232,30.35327816971833
0.0023466666666666666,30.563263352112923
0.002373333333333333,30.768106648332736
0.0023999999999999994,30.96778197680023
0.002426666666666667,31.16226703923088
0.002453333333333333,31.35154340308838
0.00248,31.53559657934795
0.0025066666666666666,31.71441609533246
0.0025333333333333336,31.88799556239246
0.0025599999999999998,32.05633273820711
0.0025866666666666664,32.21942958349065
0.002613333333333333,32.377292312896806
